"","SCHOOL","PROGRAM","DEGREE","ONLINE","ONCAMPUS","COUNTRY","STATE","CITY","DEPARTMENT","URL","skills"
"254","Bellevue University","Master of Science-Business Analytics","M",TRUE,FALSE,"US","NE","Bellevue","College of Science and Technology","http://www.bellevue.edu/degrees/graduate/business-analytics-ms/major-requirements.aspx","communication, competitive, conflict resolution, decision making, leadership, management, organization, planning, problem solving, reliable, social, work-life balance"
"255","Bellevue University","Master of Professional Science in Technology Innovation with Focus in Bioinformatics","M",FALSE,TRUE,"US","NE","Bellevue","College of Science and Technology","http://www.bellevue.edu/degrees/graduate/innovation-entrepreneurship-mps/major-requirements.aspx",""
"256","Creighton University","Master of Science in Business Intelligence and Analytics (MS-BIA)","M",FALSE,TRUE,"US","NE","Omaha","Heider College of Business","http://business.creighton.edu/graduate/graduate-programs/master-science-business-intelligence-and-analytics-ms-bia","experience, flexible, leadership, organization, social"
"257","Creighton University","Master of Science in Data Science","M",FALSE,TRUE,"US","NE","Omaha","College of Professional Studies","https://academics.creighton.edu/program/data-science-master-science-ms","communication, experience, leadership, management, organization, research, social"
"258","Nebraska College of Technical Agriculture","Business Analytics Graduate Certificate","C",FALSE,TRUE,"US","NE","Curtis","College of Business Administration","http://news.unl.edu/newsrooms/unltoday/article/cba-to-offer-business-analytics-program/","competitive, decision making, management, presentation, research, social"
"259","University of Nebraska at Omaha","Data Science Concentration","B",FALSE,TRUE,"US","NE","Omaha","Mathematics","http://www.unomaha.edu/college-of-arts-and-sciences/mathematics/academics/undergraduate.php#data","communication, experience, independent, organization, persuasion, planning, research, training"
"260","University of Nebraska at Omaha","Data Science Concentration","M",FALSE,TRUE,"US","NE","Omaha","Mathematics","http://www.unomaha.edu/college-of-arts-and-sciences/mathematics/community-engagement/data-science.php","communication, experience, organization, presentation, research"
"261","Southern New Hampshire University","Master of Science in Data Analytics","M",TRUE,FALSE,"US","NH","Manchester","Graduate","http://www.snhu.edu/online-degrees/graduate-degrees/data-analytics-ms-online/careers.asp","communication, competitive, decision making, dedicated, experience, leadership, management, organization, planning, presentation, reliable, research, social, training"
"262","Southern New Hampshire University","MS in Information Technology - Healthcare Informatics","M",TRUE,FALSE,"US","NH","Manchester","School for Professional Studies","http://www.snhu.edu/online-degrees/graduate-degrees/information-technology-MS-online/health-Informatics.asp","communication, dedicated, experience, leadership, listening, management, organization, planning, presentation, problem solving, research, social, training"
"263","Southern New Hampshire University","MBA in Business Intelligence","M",TRUE,FALSE,"US","NH","Manchester","","http://www.snhu.edu/online-degrees/graduate-degrees/MBA-online/business-intelligence-curriculum.asp","communication, competitive, conflict management, cooperative, decision making, dedicated, experience, interpersonal, leadership, management, negotiation, organization, planning, presentation, problem solving, research, social, strategic planning, team work"
"264","Southern New Hampshire University","Data Analytics","B",TRUE,FALSE,"US","NH","Manchester","","http://www.snhu.edu/online-degrees/undergraduate-degrees/data-analytics-bs-online.asp","communication, competitive, decision making, dedicated, experience, friendly, leadership, management, organization, planning, presentation, research, social"
"265","New Jersey Institute of Technology","MS in Applied Statistics","M",TRUE,FALSE,"US","NJ","Newark","Department of Mathematical Sciences","http://math.njit.edu/academics/graduate/ms-appliedstatistics/index.php","planning, research, social, training"
"266","New Jersey Institute of Technology","Graduate Certificate in Data Mining","C",TRUE,FALSE,"US","NJ","Newark","Department of Computer Science","http://online.njit.edu/programs/certs/datamining-cert.php",""
"267","Rutgers University","Online Master of Information","M",TRUE,FALSE,"US","NJ","Camden","School of Communication and Information","http://online.rutgers.edu/master-library-info/","communication, competitive, dedicated, management, organization, social"
"268","Rutgers University","Master of Business And Science Degree in Analytics - Discovery Informatics & Data Sciences","M",FALSE,TRUE,"US","NJ","Camden","Division of Continuous Education and Outreach","http://psm.rutgers.edu/programs/analytics-data-sciences","experience, leadership, management, social"
"269","Rutgers University","Post MBA Certificate in Analytics and Information Management","C",FALSE,TRUE,"US","NJ","Camden","Rutgers Business School","http://www.business.rutgers.edu/mba/admissions/post-mba-certificate","management, mentoring, research, scheduling, social"
"270","Rutgers University","MBA with Analytics and Information Management Concentration","M",FALSE,TRUE,"US","NJ","Camden","Rutgers Business School","http://www.business.rutgers.edu/mba/concentrations/aim","decision making, experience, leadership, management, mentoring, planning, research, scheduling, social"
"271","Saint Peter's University","Master of Science in Data Science with a concentration in Business Analytics","M",TRUE,FALSE,"US","NJ","Jersey City","Saint Peter's University","http://www.saintpeters.edu/data-science-and-business-analytics/","communication, decision making, leadership, management, organization, presentation, research, social, training"
"272","Stevens Institute of Technology","MS in Business Intelligence and Analytics","M",TRUE,FALSE,"US","NJ","Hoboken","Graduate School","http://www.stevens.edu/sit/graduate/master-of-science-business-intelligence-and-analytics.cfm",""
"273","Stevens Institute of Technology","BI&A Graduate Certificate","C",FALSE,TRUE,"US","NJ","Hoboken","Wesley J. Howe School of Technology Management","https://www.stevens.edu/howe/academics/graduate/business-intelligence-analytics-bi-ms/bi-graduate-certificate",""
"274","Stevens Institute of Technology","Master of Science in Information Systems","M",TRUE,FALSE,"US","NJ","Hoboken","Wesley J. Howe School of Technology Management","https://www.stevens.edu/howe/academics/graduate/information-systems",""
"275","Thomas Edison State University","MBA in Data Analytics","M",FALSE,TRUE,"US","NJ","Trenton","School of Business & Management","http://www.tesu.edu/business/mba/Data-Analytics.cfm","competitive, flexible, management, organization, research, social, training"
"276","Thomas Edison State University","Data Science and Analytics","B",FALSE,TRUE,"US","NJ","Trenton","Heavin School of Arts & Sciences","http://www.tesu.edu/heavin/bs/Data-Science.cfm","research, social, training"
"277","University of Nevada-Reno","Information Systems Data Analytics Track","M",FALSE,TRUE,"US","NV","Reno","","http://www.unr.edu/business/degree-programs/information-systems/msis#dataanalyticstrack","communication, experience, management, organization, research, social"
"278","Columbia University in the City of New York","MS - Masters in Data Science","M",FALSE,TRUE,"US","NY","New York","Institute for Data Sciences and Engineering","http://idse.columbia.edu/masters","experience, research, social"
"279","Columbia University in the City of New York","Master of Arts in Statistics","M",FALSE,TRUE,"US","NY","New York","School of Continuing Education","http://quants.columbia.edu/statistics/masters-program-overview","communication, independent, listening, management, mentoring, negotiation, organization, planning, social, training"
"280","Columbia University in the City of New York","Masters of Science in Computer Science, concentration in Machine Learning","M",TRUE,TRUE,"US","NY","New York","Fu Foundation School of Engineering and Applied Science","http://www.cs.columbia.edu/education/ms/machineLearning","organization, research"
"281","Cornell University","Master of Science in Health Informatics","M",FALSE,TRUE,"US","NY","Ithaca","Cornell Medial College","http://hpr.weill.cornell.edu/education_and_training/MS_Health_Informatics_curriculum.html","experience, leadership, organization, presentation, research, training"
"282","Cornell University","Master of Professional Studies (MPS) in Applied Statistics (Option II: Data Science)","M",FALSE,TRUE,"US","NY","Ithaca","Department of Statistical Science","http://stat.cornell.edu/academics/mps","experience, research, training"
"283","Cornell University","Data Analytics","M",FALSE,TRUE,"US","NY","Ithaca","Engineering","http://www.orie.cornell.edu/orie/academics/master/index.cfm","communication, organization, research, social"
"284","Cornell University","MBA","M",FALSE,TRUE,"US","NY","Ithaca","Johnson School of Management","https://www.johnson.cornell.edu/Programs/Full-Time-MBA/Two-Year-MBA","experience, leadership, presentation, problem solving, research, social"
"285","CUNY Bernard M Baruch College","Advanced Certificate in Business Analytics of Large-Scale Data","C",FALSE,TRUE,"US","NY","New York","School of Business","http://www.csi.cuny.edu/catalog/graduate/advanced-certificate-in-business-analytics-of-large-scale-data.htm","communication, experience, independent, leadership, management, organization, planning, research, social"
"286","CUNY Graduate School and University Center","Online Master of Science in Data Analytics","M",FALSE,TRUE,"US","NY","New York","CUNY School of Professional Studies","https://sps.cuny.edu/academics/graduate/master-science-data-analytics-ms","communication, experience, leadership, management, planning, presentation, research, social"
"287","CUNY Queens College","MA in Data Analytics & Applied Social Research","M",TRUE,FALSE,"US","NY","Flushing","Sociology Department","http://qcbigdata.com/program/","research, social"
"288","Fordham University","Master of Science in Business Analytics","M",FALSE,TRUE,"US","NY","Bronx","Graduate School of Business","http://www.bnet.fordham.edu/academic_bulletin/2015/ms/MS_Business_Analytics/index.asp",""
"289","Keller Graduate School of Management","MBA with a Business Intelligence and Analytics Management Concentration","M",FALSE,TRUE,"US","NY","New York","Keller Graduate School of Management","http://keller.edu/graduate-degree-programs/mba-program/business-intelligence-mba.html","competitive, flexible, management, scheduling, social"
"290","Marist College","Advanced Certificate in Business Analytics","C",TRUE,FALSE,"US","NY","Poughkeepsie","School of Computer Science and Mathematics","http://www.marist.edu/admission/graduate/business-analytics/","communication, competitive, decision making, experience, management, research, social"
"291","New York University","PhD in Data Science","D",TRUE,FALSE,"US","NY","New York","NYU Center for Data Science","http://cds.nyu.edu/phd-program/",""
"292","New York University","Master of Science in Data Science","M",TRUE,FALSE,"US","NY","New York","NYU Center for Data Science","http://cds.nyu.edu/academics/ms-in-data-science/","competitive, research"
"293","New York University","Advanced Certificate in Applied Urban Science and Informatics","C",FALSE,TRUE,"US","NY","New York","Center for Urban Science & Progress","http://cusp.nyu.edu/advanced-certificate-in-applied-urban-science-and-informatics/","experience, management, research, resilient, social, training"
"294","New York University","MS in Applied Urban Science and Informatics","M",TRUE,TRUE,"US","NY","New York","Center for Urban Science & Progress","http://cusp.nyu.edu/ms-in-applied-urban-science-and-informatics/","communication, experience, leadership, management, organization, planning, research, resilient, social, training"
"295","New York University","Master of Science in Applied Statistics for Social Science Research","M",TRUE,FALSE,"US","NY","New York","Steinhardt School of Culture, Education, and Human Development: D","http://steinhardt.nyu.edu/graduate_admissions/guide/assr/ms","flexible, research, social"
"296","New York University","Certificate in Healthcare Informatics","C",TRUE,FALSE,"US","NY","New York","School of Professional Studies: Management and Information Technology","http://www.scps.nyu.edu/academics/departments/information-technology/academic-offerings/noncredit/certificate-in-healthcare-informatics.html","social"
"297","New York University","MBA, Specialization in Business Analytics","M",TRUE,FALSE,"US","NY","New York","Stern School of Business","http://www.stern.nyu.edu/programs-admissions/full-time-mba/academics/specializations/business-analytics/index.htm","decision making, experience, leadership, management, research, social"
"298","New York University","Master of Science in Business Analytics","M",TRUE,FALSE,"US","NY","New York","Stern School of Business","http://www.stern.nyu.edu/programs-admissions/global-degrees/business-analytics/academics/course-index/","communication, competitive, customer service, decision making, experience, leadership, management, organization, planning, presentation, research, social"
"299","New York University","Master of Science in Information Systems","M",FALSE,TRUE,"US","NY","New York","Computer Science Department","https://cs.nyu.edu/webapps/content/academic/graduate/msis","communication, experience, leadership, management, organization, training"
"300","New York University","Applied Data Analytics and Visualization","B",FALSE,TRUE,"US","NY","New York","School of Professional Studies","http://www.sps.nyu.edu/academics/departments/mcghee/undergraduate/bs-applied-data-analytics-and-visualization.html","communication, experience, leadership, management, organization, social"
"301","Pace University-New York","MS in Customer Intelligence and Analytics","M",TRUE,FALSE,"US","NY","New York","Lubin School of Business","http://www.pace.edu/lubin/ms-in-customer-intelligence-analytics","decision making, experience, management, research, social, training"
"302","Pace University-New York","Master of Science in Information Systems","M",TRUE,FALSE,"US","NY","New York","Seidenberg School of Computer Science and Information Systems","http://www.pace.edu/seidenberg/ms-in-information-systems","communication, experience, organization, research, social"
"303","Rensselaer Polytechnic Institute","MS in Business Analytics","M",FALSE,TRUE,"US","NY","Troy","Lally School of Management","http://lallyschool.rpi.edu/academics/ms_ba.html",""
"304","Rensselaer Polytechnic Institute","M.S. in Information Technology - Concentration in Data Science and Analytics","M",FALSE,TRUE,"US","NY","Troy","Department of Information Technology & Web Science","https://www.rpi.edu/dept/IT/graduate/Masters.html","experience, interviewing, leadership, management, organization, planning, presentation, research, social"
"305","St. John's University-New York","Master of Science in Data Mining and Predictive Analytics","M",FALSE,TRUE,"US","NY","Queens","Department of Computer Science, Mathematics, and Science","http://www.stjohns.edu/academics/schools-and-colleges/college-professional-studies/programs-and-majors/data-mining-and-predictive-analytics-master-science","decision making, experience, leadership, research, social"
"306","Syracuse University","Applied Data Science","M",TRUE,FALSE,"US","NY","Syracuse","","https://datascience.syr.edu/","experience, management, presentation"
"307","Syracuse University","Certificate of Advanced Study in Data Science","C",TRUE,FALSE,"US","NY","Syracuse","School of Information Studies","http://ischool.syr.edu/future/cas/datascience.aspx","communication, competitive, experience, leadership, management, organization, planning, presentation, research, social"
"308","The New School","Data Visualization (MS)","M",TRUE,FALSE,"US","NY","New York","School of Art, Media & Technology","http://www.newschool.edu/parsons/ms-data-visualization/","communication, competitive, decision making, empathetic, experience, follow instructions, leadership, management, organization, planning, presentation, public speaking, research, social, strategic planning, training"
"309","Trocaire College","Certificate in Healthcare Informatics","C",TRUE,FALSE,"US","NY","Buffalo","Healthcare Informatics","https://www.trocaire.edu/academics/healthcare-informatics/healthcare-informatics-certificate",""
"310","Union Graduate College","Master of Science in Healthcare Data Analytics","M",TRUE,FALSE,"US","NY","Schenectady","School of Management","http://www.uniongraduatecollege.edu/management/MS-Healthcare.aspx","competitive, experience, flexible, innovator, research, social"
"311","University at Buffalo","Master of Science (MS) in Management Science: Business Analytics and Systems from the State University of New York at Buffalo and a Master of Business","M",TRUE,FALSE,"US","NY","Buffalo","University at Buffalo School of Management and Amrita University","http://mgt.buffalo.edu/faculty/academic/systems/business-analytics-amrita","communication, leadership, management, organization, research, social"
"312","University of Rochester","Professional MS in Computer Science (Concentration in Data Analytics)","M",FALSE,TRUE,"US","NY","Rochester","Department of Computer Science","http://www.cs.rochester.edu/graduate/masters-program.html","research"
"313","University of Rochester","Data Science","B",FALSE,TRUE,"US","NY","Rochester","Interdisciplinary","http://www.rochester.edu/data-science/academics/index.html","research"
"314","University of Rochester","Master of Science in Data Science","M",FALSE,TRUE,"US","NY","Rochester","Institute for Data Science","http://www.rochester.edu/data-science/degrees/MSdetails.html","experience, honest, research"
"315","University of Rochester","MS in Business Administration (Concentration in Business Analytics)","M",FALSE,TRUE,"US","NY","Rochester","Simon School of Business","http://www.simon.rochester.edu/programs/full-time-ms/academics/programs/business-analytics/index.aspx","communication, competitive, decision making, dedicated, experience, leadership, management, mentoring, organization, presentation, research, social, team work, training"
"316","University of Rochester","MA and MS in Medical Statistics","M",FALSE,TRUE,"US","NY","Rochester","Department of Biostatistics and Computational Biology","http://www.urmc.rochester.edu/education/graduate/phd/statistics/","experience, management, research, social"
"317","Bowling Green State University","Master of Science in Applied Statistics (specialization in Business Analytics)","M",FALSE,TRUE,"US","OH","Bowling Green","Department of Applied Statistics & Operations Research/Department of Mathem","http://www.bgsu.edu/business/asor/graduateprograms.html",""
"318","Bowling Green State University","M.S. in Analytics","M",FALSE,TRUE,"US","OH","Bowling Green","Graduate College","http://www.bgsu.edu/graduate/analytics.html","competitive, experience, leadership, management, planning, research, social"
"319","Case Western Reserve University","Systems Biology and Informatics","D",FALSE,TRUE,"US","OH","Cleveland","Molecular and Computational Biology","http://bioinformatics.case.edu/","management, mentoring, organization, research, training"
"320","Case Western Reserve University","Health Informatics","M",FALSE,TRUE,"US","OH","Cleveland","Case School of Engineering","http://engineering.case.edu/eecs/node/466",""
"321","Case Western Reserve University","Data Science","B",FALSE,TRUE,"US","OH","Cleveland","Data Science","http://datascience.case.edu/","collaborating, research"
"322","Cleveland State University","Graduate Certificate in Strategic Business Analytics","C",TRUE,FALSE,"US","OH","Cleveland","Monte Ahuja College of Business","http://www.csuohio.edu/business/academics/business-analytics-graduate-certificate-programs","management, organization, research, social"
"323","Cleveland State University","Graduate Certificate in Advanced Business Analytics","C",TRUE,FALSE,"US","OH","Cleveland","Monte Ahuja College of Business","http://www.csuohio.edu/business/academics/business-analytics-graduate-certificate-programs","management, organization, research, social"
"324","Denison University","Major in Data Analytics","B",FALSE,TRUE,"US","OH","Granville","Data Analytics","http://denison.edu/academics/data-analytics","customer service, research, social"
"325","Miami University of Ohio","Business Analytics Minor","B",FALSE,TRUE,"US","OH","Oxford","Business","http://miamioh.edu/academics/majors-minors/minors/business-analytics.html","competitive, experience, leadership, management, organization, planning, research"
"326","Miami University of Ohio","I.S. and Analytics","B",FALSE,TRUE,"US","OH","Oxford","Business","http://miamioh.edu/fsb/academics/isa/academics/majors/co-major/index.html",""
"327","Notre Dame College","Certificate in Competitive Business Intelligence","C",FALSE,TRUE,"US","OH","Cleveland","Notre Dame College Online","http://online.notredamecollege.edu/programs/certificate-in-competitive-business-intelligence/",""
"328","Ohio University","Online MBA in Business Analytics","M",TRUE,FALSE,"US","OH","Athens","College of Business","http://onlinemasters.ohio.edu/masters-business-administration/","communication, competitive, experience, flexible, leadership, management, negotiation, organization, planning, process improvement, research, scheduling, social, strategic planning, training"
"329","The Ohio State University","Master of Public Health in Biomedical Informatics","M",TRUE,FALSE,"US","OH","Columbus","College of Medicine","http://medicine.osu.edu/bmi/education/prospective_students/ms-and-mph-degrees/pages/index.aspx","confident, experience, management, organization, research, social, training"
"330","The Ohio State University","Master of Applied Statistics","M",FALSE,TRUE,"US","OH","Columbus","Department of Statistics","http://www.stat.osu.edu/dept/descriptions-programs/master-applied-statistics/quarters","decision making, social"
"331","The Ohio State University","Data Analytics","B",FALSE,TRUE,"US","OH","Columbus","Interdisciplinary","https://data-analytics.osu.edu/","communication, social"
"332","University of Akron","Data Science","M",FALSE,TRUE,"US","OH","Akron","Center for Data Science Analytics and Information Technology","http://uakron.edu/datascience/","experience, innovator, inspiring, presentation, research"
"333","University of Cincinnati-Main Campus","Master of Science in Health Informatics","M",TRUE,TRUE,"US","OH","Cincinnati","College of Allied Health Sciences","http://mshi.uc.edu/","competitive, experience, leadership, management, organization, planning, research, social, training"
"334","University of Cincinnati-Main Campus","Master of Science in Business Analytics","M",FALSE,TRUE,"US","OH","Cincinnati","Lindner College of Business","https://business.uc.edu/programs/graduate/msbana.html","competitive, experience, leadership, management, research, social"
"335","Oklahoma State University Center for Health Sciences","Graduate Certificate in Business Data Mining","C",FALSE,TRUE,"US","OK","Tulsa","Watson Graduate School of Management","http://watson.okstate.edu/datamining/program/","management, social"
"336","Oklahoma State University Center for Health Sciences","Graduate Certificate in Marketing Analytics","C",TRUE,FALSE,"US","OK","Tulsa","Watson Graduate School of Management","http://watson.okstate.edu/marketinganalytics/program/","management, social"
"337","Southwestern Oklahoma State University","M.S. Healthcare Informatics & Information Management","M",TRUE,FALSE,"US","OK","Weatherford","Allied Health","http://www.swosu.edu/academics/him/programs/graduate/curriculum.aspx","experience, research, social"
"338","University of Oklahoma Norman Campus","Master of Science in Engineering - Data Science and Analytics Emphasis","M",FALSE,TRUE,"US","OK","Norman","College of Engineering","http://www.ou.edu/coe/datascience.html","research, social"
"339","University of Oklahoma Norman Campus","MS in Management Information Systems","M",FALSE,TRUE,"US","OK","Norman","Division of Management Information Systems","http://www.ou.edu/price/mis/mis_ms_in_mis.html","competitive, experience, management, organization, research, social"
"340","Oregon State University","MBA in Business Analytics","M",FALSE,TRUE,"US","OR","Corvallis","College of Business","http://business.oregonstate.edu/mba/academics/tracks/business-analytics",""
"341","Albright College","M.S. in Business Intelligence","M",FALSE,TRUE,"US","PA","Reading","Erivan K. Haub School of Business","http://www.albright.edu/accelerated/masters-degree-articulations.html","communication, friendly, leadership, management, organization, planning"
"342","Carnegie Mellon University","Master of Computational Data Science (MCDS)","M",FALSE,TRUE,"US","PA","Pittsburgh","School of Computer Science","http://mcds.cs.cmu.edu/?q=node/6",""
"343","Carnegie Mellon University","MBA: Business Analytics Track","M",TRUE,FALSE,"US","PA","Pittsburgh","Tepper School of Business","http://tepper.cmu.edu/prospective-students/masters/mba/curriculum/tracks-and-capstones/business-analytics","communication, decision making, experience, leadership, management, negotiation, organization, presentation, research, social"
"344","Carnegie Mellon University","Master of Information Systems Management, Business Intelligence and Data Analytics (MISM-BIDA)","M",FALSE,TRUE,"US","PA","Pittsburgh","Heinz College","http://www.heinz.cmu.edu/school-of-information-systems-and-management/information-technology-msit/curriculum/msit-bida/index.aspx","communication, experience, highly recommended, independent, management, presentation, research, social"
"345","Carnegie Mellon University","Master of Science in Information Technology, Business Intelligence and Data Analytics (MSIT-BIDA)","M",FALSE,TRUE,"US","PA","Pittsburgh","Heinz College","http://www.heinz.cmu.edu/school-of-information-systems-and-management/information-technology-msit/curriculum/msit-bida/index.aspx","communication, experience, highly recommended, independent, management, presentation, research, social"
